Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
10,"COFIDIS, SOLUTIONS CREDITS",25h 30' 27'',-,2,2018,,,,
11,TEAM LOTTO NL - JUMBO,25h 30' 27'',-,2,2018,,,,
12,LOTTO SOUDAL,25h 30' 27'',-,2,2018,,,,
13,DIRECT ENERGIE,25h 30' 27'',-,2,2018,,,,
14,TEAM FORTUNEO - SAMSIC,25h 30' 27'',-,2,2018,,,,
15,AG2R LA MONDIALE,25h 30' 51'',+ 00h 00' 24'',2,2018,,,,
16,UAE TEAM EMIRATES,25h 30' 59'',+ 00h 00' 32'',2,2018,,,,
17,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,25h 31' 01'',+ 00h 00' 34'',2,2018,,,,
18,BMC RACING TEAM,25h 31' 18'',+ 00h 00' 51'',2,2018,,,,
19,GROUPAMA - FDJ,25h 31' 18'',+ 00h 00' 51'',2,2018,,,,
20,MOVISTAR TEAM,25h 31' 42'',+ 00h 01' 15'',2,2018,,,,
21,TEAM SKY,25h 32' 33'',+ 00h 02' 06'',2,2018,,,,
22,MITCHELTON - SCOTT,25h 33' 23'',+ 00h 02' 56'',2,2018,,,,
1,QUICK - STEP FLOORS,28h 05' 59'',-,3,2018,,,,
2,TEAM SUNWEB,28h 06' 15'',+ 00h 00' 16'',3,2018,,,,
3,BMC RACING TEAM,28h 06' 22'',+ 00h 00' 23'',3,2018,,,,
4,TEAM SKY,28h 07' 53'',+ 00h 01' 54'',3,2018,,,,
5,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,28h 08' 25'',+ 00h 02' 26'',3,2018,,,,
6,BORA - HANSGROHE,28h 08' 51'',+ 00h 02' 52'',3,2018,,,,
7,ASTANA PRO TEAM,28h 08' 55'',+ 00h 02' 56'',3,2018,,,,
8,TEAM KATUSHA ALPECIN,28h 08' 59'',+ 00h 03' 00'',3,2018,,,,
9,MITCHELTON - SCOTT,28h 09' 03'',+ 00h 03' 04'',3,2018,,,,
10,BAHRAIN - MERIDA,28h 09' 55'',+ 00h 03' 56'',3,2018,,,,
11,MOVISTAR TEAM,28h 10' 18'',+ 00h 04' 19'',3,2018,,,,
12,TEAM LOTTO NL - JUMBO,28h 10' 31'',+ 00h 04' 32'',3,2018,,,,
13,TREK - SEGAFREDO,28h 10' 35'',+ 00h 04' 36'',3,2018,,,,
14,AG2R LA MONDIALE,28h 10' 55'',+ 00h 04' 56'',3,2018,,,,
15,TEAM FORTUNEO - SAMSIC,28h 12' 35'',+ 00h 06' 36'',3,2018,,,,
16,UAE TEAM EMIRATES,28h 12' 35'',+ 00h 06' 36'',3,2018,,,,
17,DIRECT ENERGIE,28h 12' 55'',+ 00h 06' 56'',3,2018,,,,
18,TEAM DIMENSION DATA,28h 12' 59'',+ 00h 07' 00'',3,2018,,,,
19,LOTTO SOUDAL,28h 12' 59'',+ 00h 07' 00'',3,2018,,,,
20,GROUPAMA - FDJ,28h 13' 10'',+ 00h 07' 11'',3,2018,,,,
21,WANTY - GROUPE GOBERT,28h 15' 07'',+ 00h 09' 08'',3,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",28h 19' 03'',+ 00h 13' 04'',3,2018,,,,
1,QUICK - STEP FLOORS,41h 21' 02'',-,4,2018,,,,
2,TEAM SUNWEB,41h 21' 18'',+ 00h 00' 16'',4,2018,,,,
3,BMC RACING TEAM,41h 21' 25'',+ 00h 00' 23'',4,2018,,,,
4,TEAM SKY,41h 22' 56'',+ 00h 01' 54'',4,2018,,,,
5,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,41h 23' 28'',+ 00h 02' 26'',4,2018,,,,
6,BORA - HANSGROHE,41h 23' 54'',+ 00h 02' 52'',4,2018,,,,
7,ASTANA PRO TEAM,41h 23' 58'',+ 00h 02' 56'',4,2018,,,,
8,TEAM KATUSHA ALPECIN,41h 24' 02'',+ 00h 03' 00'',4,2018,,,,
9,MITCHELTON - SCOTT,41h 24' 06'',+ 00h 03' 04'',4,2018,,,,
10,BAHRAIN - MERIDA,41h 24' 58'',+ 00h 03' 56'',4,2018,,,,
11,MOVISTAR TEAM,41h 25' 21'',+ 00h 04' 19'',4,2018,,,,
12,TEAM LOTTO NL - JUMBO,41h 25' 34'',+ 00h 04' 32'',4,2018,,,,
13,TREK - SEGAFREDO,41h 25' 38'',+ 00h 04' 36'',4,2018,,,,
14,AG2R LA MONDIALE,41h 25' 58'',+ 00h 04' 56'',4,2018,,,,
15,TEAM FORTUNEO - SAMSIC,41h 27' 38'',+ 00h 06' 36'',4,2018,,,,
16,UAE TEAM EMIRATES,41h 27' 38'',+ 00h 06' 36'',4,2018,,,,
17,DIRECT ENERGIE,41h 27' 58'',+ 00h 06' 56'',4,2018,,,,
18,GROUPAMA - FDJ,41h 28' 13'',+ 00h 07' 11'',4,2018,,,,
19,TEAM DIMENSION DATA,41h 28' 24'',+ 00h 07' 22'',4,2018,,,,
20,LOTTO SOUDAL,41h 29' 50'',+ 00h 08' 48'',4,2018,,,,
21,WANTY - GROUPE GOBERT,41h 30' 10'',+ 00h 09' 08'',4,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",41h 35' 12'',+ 00h 14' 10'',4,2018,,,,
1,QUICK - STEP FLOORS,55h 45' 20'',-,5,2018,,,,
2,BMC RACING TEAM,55h 45' 43'',+ 00h 00' 23'',5,2018,,,,
3,TEAM SUNWEB,55h 46' 04'',+ 00h 00' 44'',5,2018,,,,
4,TEAM SKY,55h 47' 14'',+ 00h 01' 54'',5,2018,,,,
5,MITCHELTON - SCOTT,55h 48' 47'',+ 00h 03' 27'',5,2018,,,,
6,BORA - HANSGROHE,55h 49' 05'',+ 00h 03' 45'',5,2018,,,,
7,ASTANA PRO TEAM,55h 49' 12'',+ 00h 03' 52'',5,2018,,,,
8,BAHRAIN - MERIDA,55h 49' 16'',+ 00h 03' 56'',5,2018,,,,
9,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,55h 49' 30'',+ 00h 04' 10'',5,2018,,,,
10,MOVISTAR TEAM,55h 49' 39'',+ 00h 04' 19'',5,2018,,,,
11,TEAM LOTTO NL - JUMBO,55h 50' 09'',+ 00h 04' 49'',5,2018,,,,
12,AG2R LA MONDIALE,55h 50' 16'',+ 00h 04' 56'',5,2018,,,,
13,TREK - SEGAFREDO,55h 50' 49'',+ 00h 05' 29'',5,2018,,,,
14,TEAM KATUSHA ALPECIN,55h 50' 55'',+ 00h 05' 35'',5,2018,,,,
15,TEAM FORTUNEO - SAMSIC,55h 52' 38'',+ 00h 07' 18'',5,2018,,,,
16,GROUPAMA - FDJ,55h 53' 02'',+ 00h 07' 42'',5,2018,,,,
17,UAE TEAM EMIRATES,55h 54' 36'',+ 00h 09' 16'',5,2018,,,,
18,TEAM DIMENSION DATA,55h 54' 41'',+ 00h 09' 21'',5,2018,,,,
19,WANTY - GROUPE GOBERT,55h 54' 45'',+ 00h 09' 25'',5,2018,,,,
20,LOTTO SOUDAL,55h 56' 01'',+ 00h 10' 41'',5,2018,,,,
21,DIRECT ENERGIE,55h 56' 07'',+ 00h 10' 47'',5,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",56h 04' 10'',+ 00h 18' 50'',5,2018,,,,
1,QUICK - STEP FLOORS,68h 26' 56'',-,6,2018,,,,
2,BMC RACING TEAM,68h 27' 04'',+ 00h 00' 08'',6,2018,,,,
3,TEAM SKY,68h 28' 46'',+ 00h 01' 50'',6,2018,,,,
4,BAHRAIN - MERIDA,68h 30' 52'',+ 00h 03' 56'',6,2018,,,,
5,MOVISTAR TEAM,68h 30' 57'',+ 00h 04' 01'',6,2018,,,,
6,MITCHELTON - SCOTT,68h 32' 00'',+ 00h 05' 04'',6,2018,,,,
7,TEAM SUNWEB,68h 32' 06'',+ 00h 05' 10'',6,2018,,,,
8,AG2R LA MONDIALE,68h 32' 09'',+ 00h 05' 13'',6,2018,,,,
9,ASTANA PRO TEAM,68h 32' 32'',+ 00h 05' 36'',6,2018,,,,
10,BORA - HANSGROHE,68h 33' 29'',+ 00h 06' 33'',6,2018,,,,
11,TEAM LOTTO NL - JUMBO,68h 33' 31'',+ 00h 06' 35'',6,2018,,,,
12,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,68h 33' 38'',+ 00h 06' 42'',6,2018,,,,
13,TREK - SEGAFREDO,68h 34' 40'',+ 00h 07' 44'',6,2018,,,,
14,TEAM FORTUNEO - SAMSIC,68h 35' 46'',+ 00h 08' 50'',6,2018,,,,
15,GROUPAMA - FDJ,68h 36' 29'',+ 00h 09' 33'',6,2018,,,,
16,WANTY - GROUPE GOBERT,68h 38' 04'',+ 00h 11' 08'',6,2018,,,,
17,TEAM DIMENSION DATA,68h 39' 02'',+ 00h 12' 06'',6,2018,,,,
18,DIRECT ENERGIE,68h 40' 04'',+ 00h 13' 08'',6,2018,,,,
19,TEAM KATUSHA ALPECIN,68h 40' 18'',+ 00h 13' 22'',6,2018,,,,
20,UAE TEAM EMIRATES,68h 40' 19'',+ 00h 13' 23'',6,2018,,,,
21,LOTTO SOUDAL,68h 44' 39'',+ 00h 17' 43'',6,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",68h 47' 39'',+ 00h 20' 43'',6,2018,,,,
1,QUICK - STEP FLOORS,85h 38' 02'',-,7,2018,,,,
2,BMC RACING TEAM,85h 38' 10'',+ 00h 00' 08'',7,2018,,,,
3,TEAM SKY,85h 39' 52'',+ 00h 01' 50'',7,2018,,,,
4,BAHRAIN - MERIDA,85h 41' 58'',+ 00h 03' 56'',7,2018,,,,
5,MOVISTAR TEAM,85h 42' 03'',+ 00h 04' 01'',7,2018,,,,
6,MITCHELTON - SCOTT,85h 43' 06'',+ 00h 05' 04'',7,2018,,,,
7,TEAM SUNWEB,85h 43' 12'',+ 00h 05' 10'',7,2018,,,,
8,AG2R LA MONDIALE,85h 43' 15'',+ 00h 05' 13'',7,2018,,,,
9,ASTANA PRO TEAM,85h 43' 38'',+ 00h 05' 36'',7,2018,,,,
10,BORA - HANSGROHE,85h 44' 35'',+ 00h 06' 33'',7,2018,,,,
11,TEAM LOTTO NL - JUMBO,85h 44' 37'',+ 00h 06' 35'',7,2018,,,,
12,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,85h 44' 44'',+ 00h 06' 42'',7,2018,,,,
13,TREK - SEGAFREDO,85h 45' 46'',+ 00h 07' 44'',7,2018,,,,
14,TEAM FORTUNEO - SAMSIC,85h 46' 52'',+ 00h 08' 50'',7,2018,,,,
15,GROUPAMA - FDJ,85h 47' 35'',+ 00h 09' 33'',7,2018,,,,
16,WANTY - GROUPE GOBERT,85h 49' 10'',+ 00h 11' 08'',7,2018,,,,
17,TEAM DIMENSION DATA,85h 50' 08'',+ 00h 12' 06'',7,2018,,,,
18,DIRECT ENERGIE,85h 51' 10'',+ 00h 13' 08'',7,2018,,,,
19,TEAM KATUSHA ALPECIN,85h 51' 24'',+ 00h 13' 22'',7,2018,,,,
20,UAE TEAM EMIRATES,85h 51' 25'',+ 00h 13' 23'',7,2018,,,,
21,LOTTO SOUDAL,85h 55' 45'',+ 00h 17' 43'',7,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",85h 58' 45'',+ 00h 20' 43'',7,2018,,,,
1,QUICK - STEP FLOORS,98h 48' 50'',-,8,2018,,,,
2,BMC RACING TEAM,98h 48' 58'',+ 00h 00' 08'',8,2018,,,,
3,TEAM SKY,98h 50' 40'',+ 00h 01' 50'',8,2018,,,,
4,BAHRAIN - MERIDA,98h 52' 46'',+ 00h 03' 56'',8,2018,,,,
5,MOVISTAR TEAM,98h 52' 51'',+ 00h 04' 01'',8,2018,,,,
6,MITCHELTON - SCOTT,98h 53' 54'',+ 00h 05' 04'',8,2018,,,,
7,TEAM SUNWEB,98h 54' 00'',+ 00h 05' 10'',8,2018,,,,
8,AG2R LA MONDIALE,98h 54' 03'',+ 00h 05' 13'',8,2018,,,,
9,ASTANA PRO TEAM,98h 54' 26'',+ 00h 05' 36'',8,2018,,,,
10,BORA - HANSGROHE,98h 55' 23'',+ 00h 06' 33'',8,2018,,,,
11,TEAM LOTTO NL - JUMBO,98h 55' 25'',+ 00h 06' 35'',8,2018,,,,
12,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,98h 55' 32'',+ 00h 06' 42'',8,2018,,,,
13,TREK - SEGAFREDO,98h 56' 34'',+ 00h 07' 44'',8,2018,,,,
14,TEAM FORTUNEO - SAMSIC,98h 57' 40'',+ 00h 08' 50'',8,2018,,,,
15,GROUPAMA - FDJ,98h 58' 23'',+ 00h 09' 33'',8,2018,,,,
16,WANTY - GROUPE GOBERT,98h 59' 58'',+ 00h 11' 08'',8,2018,,,,
17,TEAM DIMENSION DATA,99h 01' 52'',+ 00h 13' 02'',8,2018,,,,
18,DIRECT ENERGIE,99h 01' 58'',+ 00h 13' 08'',8,2018,,,,
19,TEAM KATUSHA ALPECIN,99h 02' 12'',+ 00h 13' 22'',8,2018,,,,
20,UAE TEAM EMIRATES,99h 04' 45'',+ 00h 15' 55'',8,2018,,,,
21,LOTTO SOUDAL,99h 08' 04'',+ 00h 19' 14'',8,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",99h 11' 25'',+ 00h 22' 35'',8,2018,,,,
1,QUICK - STEP FLOORS,109h 02' 46'',-,9,2018,,,,
2,MOVISTAR TEAM,109h 07' 37'',+ 00h 04' 51'',9,2018,,,,
3,MITCHELTON - SCOTT,109h 08' 44'',+ 00h 05' 58'',9,2018,,,,
4,BAHRAIN - MERIDA,109h 08' 53'',+ 00h 06' 07'',9,2018,,,,
5,TEAM SUNWEB,109h 08' 54'',+ 00h 06' 08'',9,2018,,,,
6,BMC RACING TEAM,109h 09' 22'',+ 00h 06' 36'',9,2018,,,,
7,BORA - HANSGROHE,109h 10' 09'',+ 00h 07' 23'',9,2018,,,,
8,TEAM LOTTO NL - JUMBO,109h 10' 15'',+ 00h 07' 29'',9,2018,,,,
9,TREK - SEGAFREDO,109h 10' 38'',+ 00h 07' 52'',9,2018,,,,
10,AG2R LA MONDIALE,109h 10' 38'',+ 00h 07' 52'',9,2018,,,,
11,ASTANA PRO TEAM,109h 12' 53'',+ 00h 10' 07'',9,2018,,,,
12,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,109h 14' 35'',+ 00h 11' 49'',9,2018,,,,
13,TEAM FORTUNEO - SAMSIC,109h 15' 15'',+ 00h 12' 29'',9,2018,,,,
14,TEAM DIMENSION DATA,109h 16' 51'',+ 00h 14' 05'',9,2018,,,,
15,DIRECT ENERGIE,109h 16' 57'',+ 00h 14' 11'',9,2018,,,,
16,TEAM SKY,109h 17' 16'',+ 00h 14' 30'',9,2018,,,,
17,TEAM KATUSHA ALPECIN,109h 17' 26'',+ 00h 14' 40'',9,2018,,,,
18,UAE TEAM EMIRATES,109h 20' 09'',+ 00h 17' 23'',9,2018,,,,
19,LOTTO SOUDAL,109h 23' 05'',+ 00h 20' 19'',9,2018,,,,
20,GROUPAMA - FDJ,109h 24' 44'',+ 00h 21' 58'',9,2018,,,,
21,WANTY - GROUPE GOBERT,109h 25' 17'',+ 00h 22' 31'',9,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",109h 48' 44'',+ 00h 45' 58'',9,2018,,,,
1,MOVISTAR TEAM,122h 34' 07'',-,10,2018,,,,
2,BAHRAIN - MERIDA,122h 34' 25'',+ 00h 00' 18'',10,2018,,,,
3,TEAM LOTTO NL - JUMBO,122h 37' 17'',+ 00h 03' 10'',10,2018,,,,
4,BMC RACING TEAM,122h 42' 33'',+ 00h 08' 26'',10,2018,,,,
5,TEAM SKY,122h 44' 01'',+ 00h 09' 54'',10,2018,,,,
6,MITCHELTON - SCOTT,122h 44' 07'',+ 00h 10' 00'',10,2018,,,,
7,AG2R LA MONDIALE,122h 44' 37'',+ 00h 10' 30'',10,2018,,,,
8,QUICK - STEP FLOORS,122h 45' 57'',+ 00h 11' 50'',10,2018,,,,
9,ASTANA PRO TEAM,122h 51' 43'',+ 00h 17' 36'',10,2018,,,,
10,TEAM SUNWEB,122h 54' 32'',+ 00h 20' 25'',10,2018,,,,
11,DIRECT ENERGIE,122h 56' 14'',+ 00h 22' 07'',10,2018,,,,
12,GROUPAMA - FDJ,122h 57' 38'',+ 00h 23' 31'',10,2018,,,,
13,TREK - SEGAFREDO,123h 00' 57'',+ 00h 26' 50'',10,2018,,,,
14,TEAM FORTUNEO - SAMSIC,123h 06' 55'',+ 00h 32' 48'',10,2018,,,,
15,TEAM KATUSHA ALPECIN,123h 07' 45'',+ 00h 33' 38'',10,2018,,,,
16,UAE TEAM EMIRATES,123h 09' 51'',+ 00h 35' 44'',10,2018,,,,
17,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,123h 14' 39'',+ 00h 40' 32'',10,2018,,,,
18,TEAM DIMENSION DATA,123h 14' 57'',+ 00h 40' 50'',10,2018,,,,
19,BORA - HANSGROHE,123h 20' 50'',+ 00h 46' 43'',10,2018,,,,
20,WANTY - GROUPE GOBERT,123h 21' 40'',+ 00h 47' 33'',10,2018,,,,
21,LOTTO SOUDAL,123h 51' 00'',+ 01h 16' 53'',10,2018,,,,
22,"COFIDIS, SOLUTIONS CREDITS",123h 58' 53'',+ 01h 24' 46'',10,2018,,,,
1,MOVISTAR TEAM,133h 09' 11'',-,11,2018,,,,
2,BAHRAIN - MERIDA,133h 10' 48'',+ 00h 01' 37'',11,2018,,,,
3,TEAM SKY,133h 14' 56'',+ 00h 05' 45'',11,2018,,,,
4,TEAM LOTTO NL - JUMBO,133h 17' 10'',+ 00h 07' 59'',11,2018,,,,
5,AG2R LA MONDIALE,133h 33' 54'',+ 00h 24' 43'',11,2018,,,,
6,ASTANA PRO TEAM,133h 38' 06'',+ 00h 28' 55'',11,2018,,,,
7,MITCHELTON - SCOTT,133h 44' 06'',+ 00h 34' 55'',11,2018,,,,
8,BMC RACING TEAM,133h 44' 45'',+ 00h 35' 34'',11,2018,,,,
9,TEAM SUNWEB,133h 55' 40'',+ 00h 46' 29'',11,2018,,,,
10,TEAM KATUSHA ALPECIN,134h 03' 04'',+ 00h 53' 53'',11,2018,,,,
11,UAE TEAM EMIRATES,134h 04' 04'',+ 00h 54' 53'',11,2018,,,,
12,GROUPAMA - FDJ,134h 08' 42'',+ 00h 59' 31'',11,2018,,,,
13,QUICK - STEP FLOORS,134h 09' 09'',+ 00h 59' 58'',11,2018,,,,
14,TEAM FORTUNEO - SAMSIC,134h 11' 53'',+ 01h 02' 42'',11,2018,,,,
15,DIRECT ENERGIE,134h 15' 47'',+ 01h 06' 36'',11,2018,,,,
16,TREK - SEGAFREDO,134h 17' 21'',+ 01h 08' 10'',11,2018,,,,
17,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,134h 30' 55'',+ 01h 21' 44'',11,2018,,,,
18,WANTY - GROUPE GOBERT,134h 33' 24'',+ 01h 24' 13'',11,2018,,,,
19,BORA - HANSGROHE,134h 42' 49'',+ 01h 33' 38'',11,2018,,,,
20,"COFIDIS, SOLUTIONS CREDITS",134h 42' 58'',+ 01h 33' 47'',11,2018,,,,
21,TEAM DIMENSION DATA,134h 44' 27'',+ 01h 35' 16'',11,2018,,,,
22,LOTTO SOUDAL,135h 14' 57'',+ 02h 05' 46'',11,2018,,,,
1,MOVISTAR TEAM,149h 10' 25'',-,12,2018,,,,
2,TEAM SKY,149h 12' 32'',+ 00h 02' 07'',12,2018,,,,
3,TEAM LOTTO NL - JUMBO,149h 22' 31'',+ 00h 12' 06'',12,2018,,,,
4,BAHRAIN - MERIDA,149h 35' 21'',+ 00h 24' 56'',12,2018,,,,
5,AG2R LA MONDIALE,149h 56' 44'',+ 00h 46' 19'',12,2018,,,,
6,ASTANA PRO TEAM,150h 02' 41'',+ 00h 52' 16'',12,2018,,,,
7,TEAM SUNWEB,150h 16' 10'',+ 01h 05' 45'',12,2018,,,,
8,MITCHELTON - SCOTT,150h 47' 42'',+ 01h 37' 17'',12,2018,,,,
9,BMC RACING TEAM,150h 49' 43'',+ 01h 39' 18'',12,2018,,,,
10,TEAM KATUSHA ALPECIN,150h 54' 39'',+ 01h 44' 14'',12,2018,,,,
11,UAE TEAM EMIRATES,150h 54' 52'',+ 01h 44' 27'',12,2018,,,,
12,GROUPAMA - FDJ,150h 56' 07'',+ 01h 45' 42'',12,2018,,,,
13,QUICK - STEP FLOORS,151h 04' 25'',+ 01h 54' 00'',12,2018,,,,
14,TEAM FORTUNEO - SAMSIC,151h 09' 58'',+ 01h 59' 33'',12,2018,,,,
15,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,151h 25' 49'',+ 02h 15' 24'',12,2018,,,,
16,WANTY - GROUPE GOBERT,151h 28' 52'',+ 02h 18' 27'',12,2018,,,,
17,TREK - SEGAFREDO,151h 30' 04'',+ 02h 19' 39'',12,2018,,,,
18,"COFIDIS, SOLUTIONS CREDITS",151h 37' 24'',+ 02h 26' 59'',12,2018,,,,
19,DIRECT ENERGIE,151h 38' 20'',+ 02h 27' 55'',12,2018,,,,
20,BORA - HANSGROHE,151h 54' 02'',+ 02h 43' 37'',12,2018,,,,
21,TEAM DIMENSION DATA,151h 59' 24'',+ 02h 48' 59'',12,2018,,,,
22,LOTTO SOUDAL,152h 36' 15'',+ 03h 25' 50'',12,2018,,,,
1,MOVISTAR TEAM,160h 28' 10'',-,13,2018,,,,
2,TEAM SKY,160h 32' 13'',+ 00h 04' 03'',13,2018,,,,
3,TEAM LOTTO NL - JUMBO,160h 40' 16'',+ 00h 12' 06'',13,2018,,,,
4,BAHRAIN - MERIDA,160h 53' 49'',+ 00h 25' 39'',13,2018,,,,
5,AG2R LA MONDIALE,161h 15' 12'',+ 00h 47' 02'',13,2018,,,,
6,ASTANA PRO TEAM,161h 20' 26'',+ 00h 52' 16'',13,2018,,,,
7,TEAM SUNWEB,161h 33' 55'',+ 01h 05' 45'',13,2018,,,,
8,MITCHELTON - SCOTT,162h 05' 27'',+ 01h 37' 17'',13,2018,,,,
9,BMC RACING TEAM,162h 08' 27'',+ 01h 40' 17'',13,2018,,,,
10,TEAM KATUSHA ALPECIN,162h 12' 57'',+ 01h 44' 47'',13,2018,,,,
11,UAE TEAM EMIRATES,162h 13' 24'',+ 01h 45' 14'',13,2018,,,,
12,GROUPAMA - FDJ,162h 13' 52'',+ 01h 45' 42'',13,2018,,,,
13,QUICK - STEP FLOORS,162h 22' 10'',+ 01h 54' 00'',13,2018,,,,
14,TEAM FORTUNEO - SAMSIC,162h 28' 23'',+ 02h 00' 13'',13,2018,,,,
15,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,162h 45' 11'',+ 02h 17' 01'',13,2018,,,,
16,WANTY - GROUPE GOBERT,162h 46' 37'',+ 02h 18' 27'',13,2018,,,,
17,TREK - SEGAFREDO,162h 48' 41'',+ 02h 20' 31'',13,2018,,,,
18,DIRECT ENERGIE,162h 56' 05'',+ 02h 27' 55'',13,2018,,,,
19,"COFIDIS, SOLUTIONS CREDITS",162h 57' 14'',+ 02h 29' 04'',13,2018,,,,
20,BORA - HANSGROHE,163h 15' 06'',+ 02h 46' 56'',13,2018,,,,
21,TEAM DIMENSION DATA,163h 17' 09'',+ 02h 48' 59'',13,2018,,,,
22,LOTTO SOUDAL,163h 57' 44'',+ 03h 29' 34'',13,2018,,,,
1,MOVISTAR TEAM,175h 13' 05'',-,14,2018,,,,
2,BAHRAIN - MERIDA,175h 23' 21'',+ 00h 10' 16'',14,2018,,,,
3,TEAM SKY,175h 32' 45'',+ 00h 19' 40'',14,2018,,,,
4,TEAM LOTTO NL - JUMBO,175h 42' 23'',+ 00h 29' 18'',14,2018,,,,
5,ASTANA PRO TEAM,176h 03' 59'',+ 00h 50' 54'',14,2018,,,,
6,TEAM SUNWEB,176h 18' 41'',+ 01h 05' 36'',14,2018,,,,
7,BMC RACING TEAM,176h 19' 07'',+ 01h 06' 02'',14,2018,,,,
8,AG2R LA MONDIALE,176h 19' 42'',+ 01h 06' 37'',14,2018,,,,
9,MITCHELTON - SCOTT,176h 34' 14'',+ 01h 21' 09'',14,2018,,,,
10,QUICK - STEP FLOORS,176h 36' 28'',+ 01h 23' 23'',14,2018,,,,
11,"COFIDIS, SOLUTIONS CREDITS",177h 08' 39'',+ 01h 55' 34'',14,2018,,,,
12,DIRECT ENERGIE,177h 11' 47'',+ 01h 58' 42'',14,2018,,,,
13,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,177h 16' 20'',+ 02h 03' 15'',14,2018,,,,
14,TEAM KATUSHA ALPECIN,177h 22' 20'',+ 02h 09' 15'',14,2018,,,,
15,GROUPAMA - FDJ,177h 24' 36'',+ 02h 11' 31'',14,2018,,,,
16,UAE TEAM EMIRATES,177h 25' 37'',+ 02h 12' 32'',14,2018,,,,
17,WANTY - GROUPE GOBERT,177h 33' 31'',+ 02h 20' 26'',14,2018,,,,
18,TREK - SEGAFREDO,177h 34' 40'',+ 02h 21' 35'',14,2018,,,,
19,TEAM FORTUNEO - SAMSIC,177h 35' 49'',+ 02h 22' 44'',14,2018,,,,
20,TEAM DIMENSION DATA,177h 49' 15'',+ 02h 36' 10'',14,2018,,,,
21,BORA - HANSGROHE,177h 51' 35'',+ 02h 38' 30'',14,2018,,,,
22,LOTTO SOUDAL,178h 49' 28'',+ 03h 36' 23'',14,2018,,,,
1,MOVISTAR TEAM,188h 47' 32'',-,15,2018,,,,
2,BAHRAIN - MERIDA,188h 54' 42'',+ 00h 07' 10'',15,2018,,,,
3,TEAM SKY,189h 29' 54'',+ 00h 42' 22'',15,2018,,,,
4,ASTANA PRO TEAM,189h 35' 15'',+ 00h 47' 43'',15,2018,,,,
5,TEAM LOTTO NL - JUMBO,189h 39' 32'',+ 00h 52' 00'',15,2018,,,,
6,TEAM SUNWEB,190h 05' 10'',+ 01h 17' 38'',15,2018,,,,
7,BMC RACING TEAM,190h 05' 36'',+ 01h 18' 04'',15,2018,,,,
8,MITCHELTON - SCOTT,190h 10' 03'',+ 01h 22' 31'',15,2018,,,,
9,AG2R LA MONDIALE,190h 16' 51'',+ 01h 29' 19'',15,2018,,,,
10,QUICK - STEP FLOORS,190h 22' 57'',+ 01h 35' 25'',15,2018,,,,
11,DIRECT ENERGIE,190h 34' 59'',+ 01h 47' 27'',15,2018,,,,
12,"COFIDIS, SOLUTIONS CREDITS",190h 55' 08'',+ 02h 07' 36'',15,2018,,,,
13,TREK - SEGAFREDO,190h 55' 23'',+ 02h 07' 51'',15,2018,,,,
14,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,191h 07' 33'',+ 02h 20' 01'',15,2018,,,,
15,GROUPAMA - FDJ,191h 11' 05'',+ 02h 23' 33'',15,2018,,,,
16,TEAM FORTUNEO - SAMSIC,191h 17' 20'',+ 02h 29' 48'',15,2018,,,,
17,BORA - HANSGROHE,191h 25' 30'',+ 02h 37' 58'',15,2018,,,,
18,UAE TEAM EMIRATES,191h 27' 30'',+ 02h 39' 58'',15,2018,,,,
19,TEAM KATUSHA ALPECIN,191h 28' 57'',+ 02h 41' 25'',15,2018,,,,
20,WANTY - GROUPE GOBERT,191h 30' 40'',+ 02h 43' 08'',15,2018,,,,
21,TEAM DIMENSION DATA,191h 55' 15'',+ 03h 07' 43'',15,2018,,,,
22,LOTTO SOUDAL,193h 10' 19'',+ 04h 22' 47'',15,2018,,,,
1,BAHRAIN - MERIDA,204h 39' 03'',-,16,2018,,,,
2,MOVISTAR TEAM,204h 40' 11'',+ 00h 01' 08'',16,2018,,,,
3,ASTANA PRO TEAM,205h 35' 05'',+ 00h 56' 02'',16,2018,,,,
